chrIV	15589317	15604130
chrIV	15626641	15646455
chrIV	16150916	16170631
chrIV	16226533	16248592
chrIV	16283587	16352513
chrIV	17131459	17147591
chrIV	17488358	17503664
chrV	240612	255462
chrV	309065	336227
chrV	400555	413754
chrV	416256	450437
chrV	648336	678854
chrV	783265	806638
chrV	832215	846867
chrV	1094714	1114777
chrV	1192686	1213791
chrV	1682526	1698625
chrV	2775849	2801114
chrV	3428233	3446822
chrV	4295578	4316157
chrV	4326376	4343334
chrV	5175722	5198487
chrV	5273584	5295620
chrV	8471045	8492495
chrV	8689982	8711611
chrV	8821738	8850356
chrV	8864776	8892605
chrV	10597543	10620800
chrV	12500066	12520199
chrV	14746029	14778938
chrV	16523618	16541801
chrV	16623385	16649438
chrV	16693527	16719332
chrV	16726842	16747687
chrV	16827959	16910334
chrV	16913244	16964148
chrV	16965862	17119671
chrV	17124645	17651585
chrV	17652901	17717735
chrV	17719359	17780327
chrV	17782409	17846649
chrV	17888881	17907451
chrV	18000059	18023284
chrV	18111348	18131678
chrV	18132295	18340738
chrV	18380374	18489166
chrV	18523374	18559422
chrV	18636887	18682515
chrV	18698242	18717198
chrV	18718135	18786078
chrV	18806338	18824759
chrV	18934302	18953750
chrV	18968048	18983954
chrV	19006138	19080604
chrV	19191173	19245939
chrV	19249719	19291839
chrV	19294451	19339739
chrV	19362116	19384399
chrV	19392832	19471448
chrV	19475671	19526228
chrV	19596241	19614503
chrV	19622964	19642862
chrV	19685228	19725749
chrV	19725983	19804863
chrV	19814233	19890090
chrV	19928713	19947791
chrV	19950277	19989999
chrV	20144950	20167484
chrV	20169077	20185855
chrV	20291276	20330751
chrV	20352140	20371453
chrV	20427247	20448372
chrV	20497290	20519355
chrV	20551518	20569592
chrV	20590958	20626609
chrV	20660385	20684639
chrV	20921583	20934035
chrX	0	10040
chrX	48352	89797
chrX	99720	161267
chrX	163669	199138
chrX	207915	242210
chrX	247406	301567
chrX	1399635	1412654
chrX	1540501	1581735
chrX	1604653	1625834
chrX	1626128	1841204
chrX	1859135	1896352
chrX	1907257	1924196
chrX	1935766	1956149
chrX	1968296	2009424
chrX	2052055	2068666
chrX	3000745	3014765
chrX	3742572	3758740
chrX	4018731	4064510
chrX	5046487	5067013
chrX	7067649	7089009
chrX	7345106	7368329
chrX	9178492	9207214
chrX	10351737	10375890
chrX	11877639	11897349
chrX	12267459	12288468
chrX	14898947	14918330
chrX	15797693	15821111
chrX	16751002	16768502
chrX	16822117	16842775
chrX	17118986	17129610
chrX	17432775	17455850
chrX	17700542	17715462
