chrV	5063773	5267648
chrV	5276549	5306323
chrV	5308494	5431879
chrV	5432479	5503480
chrV	5508267	5536851
chrV	5554173	5574346
chrV	5598866	5657323
chrV	5723373	5760974
chrV	5794433	5826823
chrV	5859423	5916323
chrV	5920435	5939623
chrV	6054673	6095204
chrV	6284623	6304846
chrV	6370973	6393223
chrV	6767228	6780326
chrV	6795973	6831823
chrV	6841273	6870723
chrV	6925370	7051793
chrV	7091023	7173773
chrV	7239757	7436698
chrV	7441418	7466773
chrV	7469246	7573073
chrV	7590273	7727823
chrV	7895673	7972573
chrV	8050673	8111023
chrV	8163035	8178173
chrV	8273474	8292654
chrV	8305674	8324474
chrV	8573798	8595874
chrV	8714675	8768525
chrV	13508678	13524628
chrV	13629978	13647900
chrV	13726079	13767529
chrV	13830329	13955279
chrV	14064587	14100229
chrV	14152179	14175146
chrV	14197116	14235701
chrV	14238879	14318340
chrV	14319629	14344729
chrV	14370501	14409679
chrV	14544528	14596544
chrV	14656878	14682878
chrV	14710528	14730478
chrV	14854278	14983854
chrV	15020078	15040141
chrV	15086028	15136278
chrV	15143919	15183778
chrV	15195328	15392900
chrV	15396078	15462172
chrV	15465001	15499628
chrV	15513947	15568631
chrV	15574744	16021978
chrV	16040878	16351484
chrV	16365654	16399828
chrV	16402896	17726335
chrV	17737892	17944428
chrV	17950278	18536332
chrV	18540798	18604828
chrV	18614834	18690504
chrV	18691004	18718518
chrV	18721088	19116735
chrV	19129608	19202070
chrV	19202470	19518047
chrV	19541260	19615928
chrV	19623578	19722452
chrV	19723502	19998181
chrV	20006602	20924089
chrX	26	322337
chrX	325190	409918
chrX	410285	536905
chrX	537105	760116
chrX	834951	855754
chrX	879001	922383
chrX	925628	948222
chrX	956197	1068167
chrX	1132181	1202663
chrX	1225173	1297751
chrX	1349631	1437702
chrX	1462551	1480319
chrX	1528951	1604551
chrX	1626451	1841151
chrX	1859251	1909101
chrX	1912701	2041784
chrX	2052021	2088478
chrX	2094435	2173381
chrX	2243050	2259725
chrX	2262894	2315492
chrX	2636139	2667419
chrX	2729050	2792496
chrX	2808300	2829736
chrX	2944110	2984970
chrX	2998731	3080651
chrX	3295900	3313450
chrX	3418651	3439051
chrX	3614701	3636051
chrX	3705606	3731351
chrX	11617006	11636846
chrX	11695062	11711412
chrX	11713639	11726765
chrX	11726912	11797662
chrX	11804307	11898161
chrX	11900271	11924861
chrX	12103161	12141611
chrX	12210111	12250261
chrX	12265561	12280498
chrX	12281498	12346611
chrX	12419161	12437761
chrX	12540211	12562711
chrX	12562911	12581961
chrX	12582894	12598061
chrX	12762411	12777457
chrX	14360461	14402811
chrX	15951558	16033213
chrX	16487383	16506928
chrX	16904413	16919070
chrX	17156163	17175653
chrX	17236363	17296214
chrX	17319137	17383968
chrX	17417314	17435714
chrX	17561221	17603114
chrX	17612337	17625064
chrX	17625499	17711668
